ID,Description,Is Active,Creation Date,Mod If Date,Delete Date,Example,Topic Category ID,Creation User ID,Guide,Mod If User ID,Category ID,Delete User ID,Ilg ID,Is Deleted,Sdg ID,Proposal ID,Sa Sb Industry ID,Is Core
204,"<p><span style=""font-family: Arial; font-size: 16px;"">The topic addresses the company&rsquo;s ability to uphold commonly accepted labor standards in the workplace (both in the supply chain and at the company level), including compliance with labor laws and internationally accepted norms and standards. This includes, but is not limited to, ensuring basic human rights related to child labor, forced or bonded labor, exploitative labor, and other basic workers' rights. The topic further addresses a company&rsquo;s relationship with organized labor and freedom of association.</span><br style=""font-family: Arial; font-size: 16px;"" /><br style=""font-family: Arial; font-size: 16px;"" /><span style=""font-family: Arial; font-size: 16px;"">The topic does not treat fair wages and overtime pay, which is covered in another topic, ""Fair Wages,"" nor does it cover workers' injuries and accidents, </span><span style=""font-family: Arial; font-size: 16px;"">which is covered under ""Workplace Health &amp; Safety.""</span><br style=""font-family: Arial; font-size: 16px;"" /><br style=""font-family: Arial; font-size: 16px;"" /><span style=""font-family: Arial; font-size: 16px;"">Find out how to treat this topic in this&nbsp;</span><a style=""font-family: Arial; font-size: 16px;"" href=""https://www.impaakt.com/how-to-guides/forced-labour"" target=""_blank"" rel=""noopener"">how-to guide</a><span style=""font-family: Arial; font-size: 16px;"">.</span></p>",0,,2021-12-21T14:09:35+01:00,2022-12-13T09:43:31+01:00,https://app.impaakt.com/analyses/16067/through-flexible-work-options-humana-improves-worklife-balance-for-18-comma-400-or-40-percent-of-its-employees,62,1,www.impaakt.com/knowledge-centre/labor-practices,8355.0,,6139.0,,True,,,11,False
205,"Estimates suggest that coal companies may be unable to extract a significant proportion of their coal reserves if greenhouse gas (GHG) emissions are to be controlled to limit global temperature increases to two degrees Celsius per the Paris Agreement. Stewardship of capital resources while taking into account medium- to long-term trends, particularly related to climate change mitigation actions, is critical in order to prevent asset impairment and maintain profitability and creditworthiness. Globally, regulations and policies are and may continue to be put into place to limit GHG emissions from coal-fired power plants—the customers of coal companies—thus lowering the demand for, and subsequently the prices of, coal. Coal demand is also being affected by regulations governing other harmful air emissions that apply to coal-fired power plants. An expansion of GHG-mitigation regulations may increase the magnitude of potential financial impacts in the medium to long term. Along with improved competitiveness of alternative energy technologies, this poses a long- term risk for the reserves and capital expenditures of coal operations companies.",0,,,,,92,1,,,,,,False,,,11,False
206,"Companies in the Coal Operations industry can operate and hold assets in areas occupied by indigenous peoples. Companies perceived as contributing to human rights violations or failing to account for indigenous peoples’ rights may be affected due to protests, riots, or suspension of permits. They could face substantial costs related to compensation or settlement payments, and write-downs in the value of their reserves in such areas. In the absence of country laws to address such cases, several international instruments have emerged to provide guidelines for companies. These instruments include obtaining the free, prior, and informed consent of indigenous peoples for decisions that affect them. With greater awareness, several countries are also beginning to implement specific laws protecting indigenous peoples’ rights, creating increasing regulatory risk for companies. Furthermore, indigenous peoples are often vulnerable sections of the population, with limited capacity to defend their unique rights and interests.",0,,,,,93,1,,,,,,False,,,11,False
207,"<p>The topic addresses environmental issues associated with hazardous and non-hazardous waste generated by the operations of companies. It covers treatment, handling, storage, disposal, and regulatory compliance. The impact of the company does not only lie in the absolute amount of waste produced and the types of waste but more critically, the amount of waste that is not recycled.</p>
<p>Specifically, the handling of solid rock and clay waste, process refuse, and liquid coal waste containing hazardous substances like mercury, arsenic, and cadmium poses great environmental harm.</p>
<p>To include:</p>
<ul>
<li>The total amount of waste produced in the operation phase</li>
<li>How much is hazardous and non-hazardous, what type of waste</li>
<li>Amount of waste ending up in landfills or unsustainable disposed of</li>
<li>What environmental impacts this has on the environment (soil and water)</li>
<li>Waste reduction initiatives if any</li>
</ul>
<p>Not to include:</p>
<ul>
<li>Product End-of-Life Waste</li>
</ul>",1,,2022-12-08T11:26:19+01:00,,https://app.impaakt.com/analyses/walmart-de-mexico-y-centroamerica-generated-574812t-of-waste-in-2021-diverting-69-from-landfill-125999,12,1,www.impaakt.com/how-to-guides/operational-waste-production,6139.0,2.0,,4.0,False,29.0,,11,False
208,"<p>Coal operations have an impact on the quality of local water resources. The use of water in coal washing to remove sulfur, in cooling drilling equipment, and in transporting coal in slurry pipelines can contaminate waters. Wastewater from this industry includes selenium, sulfate, and dissolved solids.</p>
<p>More specifically, the topic also addresses the management of wastewater treatments and discharge, including groundwater and aquifer pollution. Reducing water contamination through recycling and other water management strategies may result in minimized impacts on the environment.</p>
<p>To discuss:</p>
<ul>
<li>How much pollution is caused and how much water is left untreated</li>
<li>How it is the products (coal) that are polluting water bodies</li>
<li>Total volume of pollutant concentration (BOD, COD, Nitrogen, Phosphorus, and others) in mg/L</li>
<li>By how much does it surpass safety/permissible limits (must be above safety limits to be publishable) expressed in the number of times above (i.e., 2.5x)</li>
<li>Where does the pollution take place, and for how long</li>
<li>The environmental impacts (including water and soil), include habitat destruction, ecosystem degradation, harm to marine life</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>Operational Water Consumption</li>
<li>Social impacts from water pollution</li>
</ul>",1,,2023-01-05T10:55:46+01:00,,https://app.impaakt.com/analyses/adanis-wastewater-discharge-contained-coal-suspended-solids-beyond-safe-limits-for-aquatic-life-118814,154,1,https://www.impaakt.com/knowledge-centre/water-pollution,6139.0,1.0,,5.0,False,31.0,,11,False
209,"<p>The topic addresses a company&rsquo;s water use, water consumption, and other impacts of operations on water resources, which may be influenced by regional differences in the availability and quality of and competition for water resources. More specifically, it addresses strategies including, but not limited to, water efficiency, intensity, and recycling. The topic must assess whether water withdrawal came from regions suffering from water stress, and whether or not the company recycles/reuses the water withdrawn.</p>
<p>Coal operations have an impact on the number of local water resources. Coal operations are water-intensive, especially through the use of water in coal washing to remove sulfur, in cooling drilling equipment, and in transporting coal in slurry pipelines.</p>
<p>To discuss:</p>
<ul>
<li>How much water was withdrawn</li>
<li>If the withdrawn water is from water-stressed areas</li>
<li>The actual consumption of the company (deducting how much was recycled)</li>
<li>How long-lasting and harmful the environmental impacts are from such water consumption</li>
</ul>",1,,2022-12-22T11:29:31+01:00,,https://app.impaakt.com/analyses/renault-withdrew-997-mn-m3-consumed-256-million-m3-of-water-in-2020-120519,25,1,www.impaakt.com/knowledge-centre/operational-water-consumption,6139.0,2.0,,5.0,False,23.0,,11,False
210,"<p>The topic addresses the company&rsquo;s ability to uphold commonly accepted labour standards in the supply chain, including compliance with labour laws and internationally accepted norms and standards.&nbsp;This includes, but is not limited to, ensuring basic human rights related to child labour, forced or bonded labour, exploitative labour, and other basic workers' rights. The topic further addresses a company&rsquo;s relationship with organised labour and freedom of association.&nbsp;</p>
<p>Safety is critical to coal mining operations due to the often hazardous working conditions. Fatalities or injuries can result from a number of hazards associated with the industry, including accidents, cave-ins, explosions, and flooding. Due to these hazards, the industry is characterized by higher-than-average fatality and injury rates. Coal miners are also susceptible to long-term health risks such as chronic lung disease, commonly known as &ldquo;black lung&rdquo; disease, as well as mental health problems.</p>
<p>To include:</p>
<ul>
<li>If possible, how many suppliers and/or employees are in the supply chain (number of indirect jobs only)</li>
<li>Quality of those indirect jobs: wages, working conditions (forced labor, child labor, exploitation, trafficking), unions, etc.</li>
<li>What labor standards and other basic worker rights have been violated</li>
<li>The absolute impact in terms of fatalities and injuries, types of injuries and sicknesses and how these occurred, and nature of the employees' work and their contracts</li>
<li>Use of metrics (like TRIF and LTIR) to calculate the absolute impact and as a comparison the industry average&nbsp;</li>
<li>How long-lasting and deep the impacts are on the workers</li>
</ul>
<p>Not to include:</p>
<ul>
<li>How workers in the supply chain have been empowered</li>
</ul>",1,,2022-10-21T09:47:54+02:00,,https://app.impaakt.com/analyses/29635/in-2020-santos-reported-zero-fatalities-and-45-workers-incidents-or-1-accident-per-week-in-1yr,62,1,www.impaakt.com/knowledge-centre/workforce-health-safety,6139.0,2.0,,3.0,False,25.0,,11,False
211,"<p>The topic covers issues associated with the existence of monopolies, which may include, but are not limited to, excessive prices, poor quality of service, and inefficiencies. It addresses a company&rsquo;s management of legal and social expectation around monopolistic and anti-competitive practices, including issues related to bargaining power, collusion, price-fixing or manipulation, and protection of patents and intellectual property (IP).</p>",0,,2021-10-28T13:18:48+02:00,,https://app.impaakt.com/analyses/11398,35,1,https://www.impaakt.com/knowledge-centre/unethical-behaviour,8355.0,,,,False,,,28,False
212,"The regulatory environment surrounding the Commercial Banks industry continues to evolve in various jurisdictions globally. Commercial banks must adhere to a complex and inconsistent set of rules relating to performance and conduct as well as disclosure on issues including insider trading, anti-trust, price fixing, and market manipulation. In addition, commercial banks are subject to rules against tax evasion, fraud, money laundering, and corrupt practices. Finally, in some jurisdictions, enhanced rewards for whistleblowers may increase the number of complaints brought to regulators. Firms that are able to ensure regulatory compliance through robust internal controls will be better positioned to build trust with clients, leading to increased revenue, and to protect shareholder value by minimizing losses incurred as a result of legal proceedings.",0,,,,,94,1,,,,,,False,,,28,False
213,"Ensuring the privacy and data security of personal financial data is an essential responsibility of the Commercial Banks industry. Companies that fail to manage performance in this area are susceptible to decreased revenue and consumer confidence. As growth in mobile banking and cloud storage continues and more of banks’ operations become technology- and internet-dependent, data security will be an increasingly important issue to manage. Sophisticated technology and continuous training of personnel are essential in a world of growing cybersecurity threats. The metrics for this disclosure topic focus on providing more detail on efforts related to safeguarding data against emerging and continuously evolving cybersecurity threats and technologies, and actual security breaches compromising customers' personally identifiable information (PII). Enhanced disclosure on management strategies to address these risks will allow shareholders to understand how commercial banks are protecting shareholder value.",0,,,,,4,1,,,,,,False,,,28,False
214,"<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">The topic addresses the voluntary collection, retention, and use of sensitive, confidential, and/or proprietary customer or user data. It includes social issues from selling data to other companies for targeted advertisements and other means. To discuss:</span></p>
<ul>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""><strong>Core point:</strong> How many customers' data was voluntarily shared (scale) </span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">What type of information was shared and how sensitive was it </span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Describe and quantify the social harm caused </span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""><strong>Secondary point</strong>: Data breaches* and similar cybersecurity issues: history of breaches, a significant number of users' data leaked, compromise of financial information, negligence, and oversight from the company's part.</span></li>
<li>How long-lasting and profound are the impacts (depth and persistence)</li>
</ul>
<p><strong><em>*Please note that data breaches are only accepted when there is a tangible, direct, and significant impact on consumers.</em></strong></p>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""> Not to discuss: </span></p>
<ul>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">One-off events</span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Breaches that do not show a direct impact on customers' data</span></li>
</ul>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""><span style=""font-family: Roboto, RobotoDraft, Helvetica, Arial, sans-serif; font-size: 13px;"">-&gt; Exception: data breaches are accepted as a primary point for the financial industry only (if sufficient impact data is disclosed).</span><br style=""font-family: Roboto, RobotoDraft, Helvetica, Arial, sans-serif; font-size: 13px;"" /></span></p>",1,,2022-12-22T11:20:39+01:00,,https://app.impaakt.com/analyses/caixa-bank-exposes-data-of-157-mn-clients-to-third-parties-without-their-consent-122444,5,1,www.impaakt.com/knowledge-centre/data-privacy-security,6139.0,2.0,,2.0,False,33.0,,28,False
217,"<p><br class=""Apple-interchange-newline"" /><span style=""color: #3c4b5f; font-family: Arial; font-size: 16px; background-color: #ffffff;"">Financial companies, as their primary business activity, have to continuously balance their capacity-building efforts with the risks and opportunities associated with lending to unbanked, underbanked, or underserved customers. Their services should also be complemented by efforts to improve financial literacy, which will ensure that customers make informed decisions.</span><br style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 16px; background-color: #ffffff;"" /><br style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 16px; background-color: #ffffff;"" /><span style=""color: #3c4b5f; font-family: Arial; font-size: 16px; background-color: #ffffff;"">This is a separate topic from the issue of pricing, which is treated in the topic ""Financial Affordability"".</span></p>
<p>Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/financial-inclusion"" target=""_blank"" rel=""noopener"">how-to guide</a>.</p>",0,,,,,95,1,,,,,,False,,,28,False
218,"As financial intermediaries, commercial banks contribute to significant positive and negative environmental and social externalities through their lending practices. Therefore, environmental, social, and governance (ESG) factors can have material implications for the underlying companies, assets, and projects that commercial banks lend to across a range of industries. It is therefore increasingly necessary for companies to examine ESG factors when determining the quality of collateral. Commercial banks also have the potential to enable positive environmental and social externalities and to generate significant revenue streams through their lending practices. Commercial banks that fail to address these risks and opportunities could face diminished returns and reduced value for shareholders. Commercial banks should subsequently disclose how ESG factors are integrated into lending processes and the current level of portfolio risk associated with specific sustainability trends. In particular, investor and regulatory pressure is mounting for banks to disclose how they address climate change related risks.",0,,,,,96,1,,,,,,False,,,28,False
219,"How the company indirectly influences positive or negative corporate and governmental governance through lending practices. Analysis can be about the social implications of corruption, for example.",0,,,,,49,1,,,,,,False,,,28,False
220,"The company enables social projects that benefit or cause detriment to society through lending practices. This topic is particularly important when it deals with vulnerable communities. Analysis can be about things like education, financial resilience, poverty relief.",0,,,,https://app.impaakt.com/analyses/21495,50,1,www.impaakt.com/knowledge-centre/investments-social-impacts,,,,,False,,,28,False
221,"The 2008 financial crisis highlighted the importance of managing risks to capital in the Commercial Banks industry. Specifically, firms that failed to manage the risk suffered significant losses to the value of their financial assets while increasing the amount of liabilities held on their books, which, due to the interconnectedness of the financial system, contributed to a significant market disruption. The systemic nature of the risk results from the interconnectedness of financial institutions and has become a central concern of national and international regulators. As a result, many banks are required to undergo supervisory stress tests to evaluate whether the company has the capital to absorb losses, continue operations, and meet obligations in the event of adverse economic and financial conditions. Their failure to meet regulatory requirements could substantially raise future compliance cost as well as lead to monetary penalties. In an effort to demonstrate how the risks associated with banks’ size, complexity, interconnectedness, substitutability, and cross-jurisdictional activity are being managed, commercial banks should enhance disclosure on quantitative and qualitative metrics measuring how well they are positioned to absorb shocks arising from financial and economic stress and meet stricter regulatory requirements.",0,,,,,51,1,,,,,,False,,,28,False
222,"<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Environmental externalities including air emissions, soil pollution, and water use can affect the human health of those living near chemical facilities over the long term. On-site fuel combustion and production processes in the Construction Materials industry emit criteria air pollutants and hazardous chemicals, including small quantities of organic compounds and heavy metals. Emissions of particular concern include nitrogen oxides, sulfur dioxides, particulate matter, heavy metals (e.g., mercury), dioxins, and volatile organic compounds, among others. These air emissions can have significant, localized human health impacts. </span></p>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">Further, this topic addresses a company's involvement in human rights violations, including but not limited to livelihood destructions, land-grabbing, systematic discrimination, violence, human trafficking, and forced displacement. These acts stem from a company's direct involvement in any activity that hinders peoples' and communities' intrinsic rights and complicity through any acts of human rights violations committed by third parties.</span></span></span></p>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">To discuss: </span></p>
<ul>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Which types of pollutions occurred if not all three (air, soil, water) </span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">What pollutants are emitted and in what concentrations or volumes (scale)</span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">How this contributes to adverse health impacts on the communities </span></li>
<li><span style=""font-family: Arial; white-space: pre-wrap; background-color: #ffffff;"">How many deaths/health issues the company is responsible for (direct data)</span></li>
<li><span style=""font-family: Arial; white-space: pre-wrap; background-color: #ffffff;"">What intrinsic human rights are being violated and how the business activities have negatively impacted communities</span></li>
<li><span style=""font-family: Arial; white-space: pre-wrap; background-color: #ffffff;"">The scale of the impact (number of people harmed, what livelihoods have been destroyed, etc.)</span></li>
<li><span style=""font-family: Arial; white-space: pre-wrap; background-color: #ffffff;"">How long-lasting and grave the negative health effects and human rights abuses are (depth and persistence)</span></li>
</ul>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Not to discuss: </span></p>
<ul>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">GHG Emissions </span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Health impact from direct use of the products/services</span></li>
</ul>",1,,2022-12-06T19:57:11+01:00,,https://app.impaakt.com/analyses/bhps-water-air-pollution-has-constantly-deteriorated-the-health-of-millions-of-people-worldwide-60248,333,1,https://www.impaakt.com/knowledge-centre/adverse-health-impacts-on-communities,6139.0,2.0,,1.0,False,20.0,,14,False
223,"<p><span style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 12pt; background-color: #ffffff;"">The topic addresses the management of the company&rsquo;s impacts on ecosystems and biodiversity through activities including, but not limited to, land use for exploration, natural resource extraction, chemical management, and cultivation, as well as project development, construction, and siting. The impacts include, but are not limited to, water pollution, biodiversity loss, habitat destruction, and deforestation at all stages &ndash; planning, land acquisition, permitting, development, operations, and site remediation.<br style=""box-sizing: inherit; border: 0 solid var(--black);"" /><br style=""box-sizing: inherit; border: 0 solid var(--black);"" />The topic does not cover the operational footprint of&nbsp;</span><span style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 12pt; background-color: #ffffff;"">companies</span><span style=""box-sizing: inherit; border: 0 solid var(--black); color: #3c4b5f; font-family: Arial; font-size: 12pt; background-color: #ffffff;"">, which is covered in the topics ""Operational Energy Consumption"", ""GHG Emissions"", ""Operational Water Consumption"", ""Operational Waste Production"".</span></p>
<p><span style=""box-sizing: inherit; border: 0 solid var(--black); background-color: #ffffff;""><span style=""color: #3c4b5f; font-family: Arial;"">Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/ecological-impact"">how-to guide</a>.</span></span></p>",0,,2021-10-26T10:00:11+02:00,,https://app.impaakt.com/analyses/15244,90,1,www.impaakt.com/knowledge-centre/ecological-impact,6139.0,,,,False,,,14,False
224,"<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Construction materials companies often operate their own quarries close to processing facilities. Quarrying requires the removal of vegetation and topsoil. It also requires the blasting and crushing of underlying stone deposits. The process can lead to permanent alterations of the landscape, with associated impacts on biodiversity. The topic also addresses the deforestation caused by material sourcing. </span></p>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">To include:</span></p>
<ul>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">The introduction should be tailored to the context and type of impact being treated;</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">The land used, deforestation, and biodiversity loss from quarrying and other processes for material sourcing;</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">How much of the commodity/material the company sourced;</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">A description of the activities that are provoking the impact;</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">How is the landscape being affected, i.e., the type of impact (e.g., topsoil removal, habitat loss &amp; fragmentation, erosion, biodiversity loss);</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">How much is the environment impacted? Here you need to include quantitative data. You can use proxies studies for this.</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">Where is it happening? What are the environmental peculiarities of the areas where the impacts are happening?</span></span></li>
<li><span style=""font-family: Arial;""><span style=""white-space: pre-wrap;"">Since when are the changes taking place, and for how long is the impact likely to persist? <br /></span></span></li>
</ul>
<p><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Not to include:</span></p>
<ul>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;"">Oil spills</span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""><span style=""font-family: Arial;"">Social Impacts</span></span></li>
<li><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""><span style=""font-family: Arial;"">Water pollution, GHG emissions, Waste</span></span><span style=""font-family: Arial; font-size: 12pt; white-space: pre-wrap; background-color: #ffffff;""> </span></li>
</ul>",1,,2022-07-12T13:22:28+02:00,,https://app.impaakt.com/analyses/in-2020-martin-marieta-disturbed-101171-hectares-of-land-across-the-us-reclaiming-only-059-46538,44,1,https://www.impaakt.com/knowledge-centre/environmental-impacts-from-material-sourcing,8355.0,2.0,,5.0,False,32.0,,14,False
226,"The production of construction materials requires a significant quantity of energy, sourced primarily from direct combustion of fossil fuels as well as from purchased electricity. Energy-intense production has implications for climate change, and electricity purchases from the grid can create indirect Scope 2 emissions. Construction materials companies also use alternative fuels for their kilns, such as scrap tires and waste oil—often waste generated by other industries. If properly managed, these can lower energy costs and greenhouse gas (GHG) emissions. However, there could be potentially negative impacts, such as releases of harmful air pollutants that companies need to minimize in order to obtain net benefits from using such fuels. Decisions about use of alternative fuels, renewable energy, and on-site generation of electricity (versus purchases from the grid) can play an important role in influencing both the costs and reliability of energy supply. Affordable, easily accessible, and reliable energy is an important competitive factor in this industry, with purchased fuels and electricity accounting for a significant proportion of total production costs. The way in which a construction materials company manages its overall energy efficiency, its reliance on different types of energy and associated sustainability risks, and its ability to access alternative sources of energy can influence its profitability.",0,,,,,9,1,,,,,,False,,,14,False
227,"<p><span style=""font-size: 12pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The topic addresses environmental impacts associated with energy consumption. It addresses the company&rsquo;s management of energy in manufacturing and/or for provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope.\n\nThe topic does not include the energy efficient products of a company. This topic is covered under \&quot;Energy Efficient Solutions\&quot;.\n\nFind out how to treat this topic in this how-to guide.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:1063809,&quot;3&quot;:{&quot;1&quot;:0},&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:12,&quot;23&quot;:1}"">The topic addresses environmental impacts associated with energy consumption. It addresses the company&rsquo;s management of energy in manufacturing and/or for the provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope.<br /><br />The topic does not include the energy-efficient products of a company. This topic is covered under ""Energy Efficient Solutions"".<br /><br />Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/operational-energy-consumption"" target=""_blank"" rel=""noopener"">how-to guide</a>.</span></p>",0,,2021-10-28T12:30:35+02:00,,https://app.impaakt.com/analyses/24170,10,1,www.impaakt.com/knowledge-centre/operational-energy-consumption,8355.0,,,,False,,,14,False
228,"<p>The topic addresses the company's greenhouse gas (GHG) emissions through its operations.</p>
<p>To include:</p>
<ul>
<li>Please tailor the introduction to the industry being assessed.</li>
<li>Scope 1, 2, and 3</li>
<li>If a company is under-reporting its Scope 3, use a proxy or competitor information to calculate the more accurate totality.</li>
<li>If available, the efforts made to transition to renewable energy, either distributed, generated, and/or stored expressed in GWh.
<ul>
<li>Not to include investments/green bonds.</li>
</ul>
</li>
<li>The total operational energy consumption and the % of renewable energy consumed.</li>
</ul>
<p>Reporting includes direct (Scope 1) GHG emissions from stationary (e.g., factories, power plants) and mobile sources (e.g., trucks, delivery vehicles, planes), whether a result of the combustion of fuel or non-combusted direct releases during activities such as natural resource extraction, power generation, land use, or biogenic processes.</p>
<p>The topic also addresses indirect (Scope 2 and Scope 3) GHG emissions that a company generates through purchasing electricity, heat, or steam, and all of the emissions not included in Scope 1 or 2. This includes emissions from purchased goods and services, business travel, employee commuting, waste disposal, use of sold products, transportation and distribution (up and downstream), investments, leased assets, franchises, etc.</p>
<p>The seven GHGs covered under the Kyoto Protocol are included within the topic: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulfur hexafluoride (SF6), and nitrogen trifluoride (NF3).</p>",1,,2022-09-14T20:26:40+02:00,,https://app.impaakt.com/analyses/amazon-reported-its-scope-1-2-and-3-emissions-to-be-over-71-million-tco2e-in-2021-11453,22,1,www.impaakt.com/knowledge-centre/greenhouse-gas-emissions,6139.0,2.0,,6.0,False,30.0,,14,False
229,"<p>The topic covers issues associated with the existence of monopolies, which may include, but are not limited to, excessive prices, poor quality of service, and inefficiencies. It addresses a company&rsquo;s management of legal and social expectation around monopolistic and anti-competitive practices, including issues related to bargaining power, collusion, price-fixing or manipulation, and protection of patents and intellectual property (IP).</p>",0,,2021-10-28T15:14:34+02:00,,https://app.impaakt.com/analyses/11398,35,1,https://www.impaakt.com/knowledge-centre/unethical-behaviour,8355.0,,,,False,,,14,False
230,"The construction materials market has been subject to instances of anti-competitive behavior, such as maintaining artificially high prices through cartel activity. Most countries have well-established fair business practice laws in place to prevent such behaviors. Business activity leading to price fixing or other manipulation of prices can lead to material legal fines or business disruption. Managing anti-competitive behavior within an organization can effectively mitigate regulatory risks, including those related to investigations of mergers and acquisitions or compliance costs.",0,,,,,97,1,,,,,,False,,,14,False
231,"<p>This topic addresses the impact of a company's products and/or services that allow individuals and other businesses to enjoy environmental solutions. This is about the direct and intended impact of the products or services offered by the manufacturer (not the unintended impact, nor the impacts from other companies' products).</p>
<p>Innovations in building materials are a key component in the growth of sustainable construction. The environmental impacts lie in the adoption of sustainable building materials and processes that are more resource-efficient and can improve the environmental impacts of buildings throughout their lifecycle. Some new products require less energy (such as insulation) or use largely recycled inputs. Also, companies create or patent innovative materials, which should be captured.</p>
<p>Sustainable construction materials can lead to lower consumption of energy, water, and lower production of waste. It can be in the form of equipment, infrastructure, and services.</p>
<p>To include:</p>
<ul>
<li>What environmental solutions is the company offering to other companies or the end-users (avoid remediation)</li>
<li>How many people have benefitted from this solution and the amount of biodiversity/ecosystems helped (scale)</li>
<li>Was this company a pioneer or a trendsetter in the sector?</li>
<li>The depth and persistence of the impact</li>
</ul>
<p>Threshold: if discussing water/energy/waste efficiency, the product or service needs to be more than 30% efficient.</p>
<p>Not to include:</p>
<ul>
<li>Operational Energy Consumption</li>
<li>Operational Water Consumption</li>
<li>Operational Waste Production</li>
</ul>",1,,2022-12-01T14:06:16+01:00,,https://app.impaakt.com/analyses/holcims-green-building-solutions-enable-up-to-100-co2-reduction-and-66-mn-t-of-waste-avoidance-62549,98,1,https://www.impaakt.com/knowledge-centre/environmental-solutions,6139.0,1.0,,,False,,,14,False
